"course","section","required","title","author","edition","isbn"
"MUSI 2272","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"MUSI 2284","01","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.3","PALMER","96","9780739000687"

"MUSI 2284","01","REQUIRED","COMPLETE BOOK OF SCALES,CHORDS,....","PALMER","94","9780739003688"

"MUSI 2284","01","REQUIRED","FINGERPOWER LEVEL III (04-23)","SCHAUM","0","9781936098095"

"MUSI 4254","02","REQUIRED","LISTENING TO MUSIC-W/4 CDS","ZORN","5TH 07","9780132233781"

"MUSI 4285","01","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.3","PALMER","96","9780739000687"

"MUSI 4285","01","REQUIRED","COMPLETE BOOK OF SCALES,CHORDS,....","PALMER","94","9780739003688"

"PHCO 1318","01","OPTIONAL","EXPLORING BLACK+WHITE PHOTOGRAPHY","GASSAN","2ND 93","9780697125231"

"PHCO 1318","02","REQUIRED","BLACK+WHITE PHOTO.:BASIC MAN.","HORENSTEIN","3RD 05","9780316373050"

"PHCO 1318","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHCO 1318","04","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHCO 1319","01","REQUIRED","CRITICIZING PHOTOGRAPHS","BARRETT","5TH 11","9780073526539"

"PHCO 1319","01","REQUIRED","ELEMENTS OF BLACK-AND-WHITE PRINTING","GRAVES","2ND 01","9780240803128"

"PHCO 1319","02","CANCELLED","CRITICIZING PHOTOGRAPHS","BARRETT","5TH 11","9780073526539"

"PHCO 1319","02","CANCELLED","ELEMENTS OF BLACK-AND-WHITE PRINTING","GRAVES","2ND 01","9780240803128"

"PHCO 3322","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHCO 3322","03","REQUIRED","DOING DOCUMENTARY WORK","COLES","97","9780195124958"

"PHCO 3324","01","REQUIRED","PHOTOGRAPHY:CULTURAL HISTORY","MARIEN","3RD 11","9780205708000"

"PHCO 3329","01","REQUIRED","EXPLORING COLOR PHOTOGRAPHY","HIRSCH","5TH 11","9780240813356"

"PHCO 3331","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHCO 3334","01","OPTIONAL","VIEW CAMERA,REVISED+UPDATED","SHAMAN","(2ND)91","9780817463755"

"PHCO 3345","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHIL 1301","01","REQUIRED","GORGIAS","PLATO","07","9781585102433"

"PHIL 1301","01","REQUIRED","MEDITATIONS ON FIRST PHILOSOPHY","DESCARTES","3RD 93","9780872201927"

"PHIL 1301","01","REQUIRED","ON DREAMS","FREUD","89","9780393001440"

"PHIL 1301","01","REQUIRED","ON HISTORY","KANT","63","9780023078606"

"PHIL 1301","01","REQUIRED","PHIL 1301 SELECTED READINGS","ZANARDI","F09","000000000000"

"PHIL 1301","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHIL 1301","03","REQUIRED","UNIVERSE NEXT DOOR","SIRE","5TH 09","9780830838509"

"PHIL 2303","01","REQUIRED","INTRO.TO LOGIC PROPOSITIONAL LOGIC-W/CD","POSPESEL","3RD 00","9780130258496"

"PHIL 2316","01","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","2ND 99","9780872204645"

"PHIL 2316","01","REQUIRED","PLATO READER","PLATO","12","9781603848114"

"PHIL 2329","01","REQUIRED","GORGIAS","PLATO","REV 04","9780140449044"

"PHIL 2329","01","REQUIRED","GROUNDING F/METAPHYSICS OF MORALS","KANT","(3RD)93","9780872201668"

"PHIL 2329","01","REQUIRED","LEVIATHAN","HOBBES","0","9781439297254"

"PHIL 2329","01","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","98","9780486400969"

"PHIL 2329","01","REQUIRED","ON LIBERTY","MILL","02","9780486421308"

"PHIL 2329","01","REQUIRED","SECOND TREATISE OF GOVT.+LETTER...","LOCKE","02","9780486424644"

"PHIL 2329","01","REQUIRED","TRIAL+DEATH OF SOCRATES:FOUR DIALOGUES","PLATO","92","9780486270661"

"PHIL 2329","01","REQUIRED","UTILITARIANISM","MILL","07","9780486454221"

"PHIL 2329","03","REQUIRED","ETHICAL INSIGHTS","BIRSCH","2ND 02","9780072840780"

"PHIL 2329","03","REQUIRED","ETHICS:CONTEMPORARY INTRODUCTION","GENSLER","2ND 11","9780415803885"

"PHIL 2329","03","REQUIRED","ETHICS:CONTEMPORARY READINGS","GENSLER","04","9780415256810"

"PHIL 2329","04","REQUIRED","FUNDAMENTALS OF ETHICS","SHAFER-LANDAU","2ND 12","9780199773558"

"PHIL 2329","05","REQUIRED","GORGIAS","PLATO","REV 04","9780140449044"

"PHIL 2329","05","REQUIRED","GROUNDING F/METAPHYSICS OF MORALS","KANT","(3RD)93","9780872201668"

"PHIL 2329","05","REQUIRED","LEVIATHAN","HOBBES","0","9781439297254"

"PHIL 2329","05","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","98","9780486400969"

"PHIL 2329","05","REQUIRED","ON LIBERTY","MILL","02","9780486421308"

"PHIL 2329","05","REQUIRED","SECOND TREATISE OF GOVT.+LETTER...","LOCKE","02","9780486424644"

"PHIL 2329","05","REQUIRED","TRIAL+DEATH OF SOCRATES:FOUR DIALOGUES","PLATO","92","9780486270661"

"PHIL 2329","05","REQUIRED","UTILITARIANISM","MILL","07","9780486454221"

"PHIL 2329","06","REQUIRED","COMMENT.ON ARISTOTLE'S NICOMACHEAN...","AQUINAS","(REV)93","9781883357511"

"PHIL 2329","06","REQUIRED","GROUNDING F/METAPHYSICS OF MORALS","KANT","(3RD)93","9780872201668"

"PHIL 2329","06","REQUIRED","UTILITARIANISM","MILL","2ND 01","9780872206052"

"PHIL 2329","07","REQUIRED","GROUNDWORK OF METAPHYSICS OF MORALS","KANT","2ND 12","9781107401068"

"PHIL 2329","07","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","2ND 99","9780872204645"

"PHIL 2329","07","REQUIRED","PHILOSOPHICAL WRITING:INTRO.-REV.+UPD.","MARTINICH","3RD 05","9781405131674"

"PHIL 2329","07","REQUIRED","REPUBLIC (GRUBE)","PLATO","REV 92","9780872201361"

"PHIL 2329","07","REQUIRED","TRIAL+DEATH OF SOCRATES","PLATO","3RD 00","9780872205543"

"PHIL 2329","07","REQUIRED","UTILITARIANISM","MILL","2ND 01","9780872206052"

"PHIL 2329","08","REQUIRED","ETHICAL INSIGHTS","BIRSCH","2ND 02","9780072840780"

"PHIL 2329","08","REQUIRED","ETHICS:CONTEMPORARY INTRODUCTION","GENSLER","2ND 11","9780415803885"

"PHIL 2329","08","REQUIRED","ETHICS:CONTEMPORARY READINGS","GENSLER","04","9780415256810"

"PHIL 2329","09","REQUIRED","GROUNDWORK OF METAPHYSICS OF MORALS","KANT","2ND 12","9781107401068"

"PHIL 2329","09","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","2ND 99","9780872204645"

"PHIL 2329","09","REQUIRED","PHILOSOPHICAL WRITING:INTRO.-REV.+UPD.","MARTINICH","3RD 05","9781405131674"

"PHIL 2329","09","REQUIRED","REPUBLIC (GRUBE)","PLATO","REV 92","9780872201361"

"PHIL 2329","09","REQUIRED","TRIAL+DEATH OF SOCRATES","PLATO","3RD 00","9780872205543"

"PHIL 2329","09","REQUIRED","UTILITARIANISM","MILL","2ND 01","9780872206052"

"PHIL 3301","01","REQUIRED","LEGAL ETHICS","RHODE","6TH 13","9781609302085"

"PHIL 3301","01","REQUIRED","LEGAL ETHICS:LAW STORIES","RHODE","06","9781587789359"

"PHIL 3313","01","REQUIRED","PHIL 3313 COURSE READER","WAKE","F12","000000000000"

"PHIL 3313","02","REQUIRED","PHIL 3313 COURSE READER","WAKE","F12","000000000000"

"PHIL 3331","01","REQUIRED","COLLECTED WORKS OF ERIC VOEGELIN,V.12","VOEGELIN","90","9780807115954"

"PHIL 3331","01","REQUIRED","PHILOSOPHICAL+THEOLOG.PAPERS 65-80","LONERGAN","04","9780802086389"

"PHIL 3331","01","REQUIRED","SACRED CANOPY (LARGE FORMAT)","BERGER","67","9780385073059"

"PHIL 3340","01","REQUIRED","HIST.INTRO.TO PHILOSOPHY OF SCIENCE","LOSEE","4TH 01","9780198700555"

"PHIL 3340","01","REQUIRED","READINGS IN PHILOSOPHY OF SCIENCE","SCHICK","00","9780767402774"

"PHIL 3340","01","REQUIRED","SCIENTIFIC REVOLUTION","SHAPIN","96","9780226750217"

"PHIL 3340","01","REQUIRED","THEORY+REALITY","GODFREY-SMITH","03","9780226300634"

"PHIL 4341","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHIL 4350","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PHYS 2320","01","REQUIRED","COLLEGE PHYSICS,HYBRID EDITION-W/ACCESS","SERWAY","9TH 12","9781111572075"

"PHYS 2320","01","STUDY AID","PHYSICS","BARCHARTS","0","000000000000"

"PHYS 2320","01","STUDY AID","ANSWERS","BARCHARTS","0","000000000000"

"PHYS 2320","02","REQUIRED","COLLEGE PHYSICS,HYBRID EDITION-W/ACCESS","SERWAY","9TH 12","9781111572075"

"PHYS 2320","02","STUDY AID","PHYSICS","BARCHARTS","0","000000000000"

"PHYS 2320","02","STUDY AID","ANSWERS","BARCHARTS","0","000000000000"

"POLS 1305","01","REQUIRED","CULTURE WAR?:MYTH OF POLARIZED AMERICA","FIORINA","3RD 11","9780205779888"

"POLS 1305","01","REQUIRED","FEDERALIST PAPERS","HAMILTON","03","9780451528810"

"POLS 1305","01","RECOMMENDED","CHALLENGE OF DEMOCRACY,BRIEF","JANDA","7TH 09","9780547216317"

"POLS 1305","02","REQUIRED","CULTURE WAR?:MYTH OF POLARIZED AMERICA","FIORINA","3RD 11","9780205779888"

"POLS 1305","02","REQUIRED","FEDERALIST PAPERS","HAMILTON","03","9780451528810"

"POLS 1305","02","RECOMMENDED","CHALLENGE OF DEMOCRACY,BRIEF","JANDA","7TH 09","9780547216317"

"POLS 2320","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"POLS 2332","01","REQUIRED","WORLD POLITICS:TREND+TRANS.-2012-2013","KEGLEY","14TH 13","9781111830069"

"POLS 2332","02","REQUIRED","WORLD POLITICS:TREND+TRANS.-2012-2013","KEGLEY","14TH 13","9781111830069"

"POLS 2341","01","REQUIRED","CASES IN COMPARATIVE POLITICS","ONEIL","4TH 13","9780393912791"

"POLS 2341","01","REQUIRED","ESSENTIALS OF COMPARATIVE POLITICS","ONEIL","4TH 13","9780393912784"

"POLS 2341","02","REQUIRED","CASES IN COMPARATIVE POLITICS","ONEIL","4TH 13","9780393912791"

"POLS 2341","02","REQUIRED","ESSENTIALS OF COMPARATIVE POLITICS","ONEIL","4TH 13","9780393912784"

"POLS 3321","01","REQUIRED","GOVERNANCE+POLITICS OF CHINA","SAICH","3RD 11","9780230279933"

"POLS 3321","01","REQUIRED","INTRODUCTION TO JAPANESE POLITICS","HAYES","5TH 09","9780765622792"

"POLS 3321","01","REQUIRED","MAKING OF MODERN KOREA","BUZO","(REV)07","9780415414838"

"POLS 3328","01","REQUIRED","ESSEN.OF POLITICAL ANALYSIS","POLLOCK","4TH 12","9781608716869"

"POLS 3328","01","REQUIRED","SPSS COMPANION TO POLITICAL ANAL.-W/CD","POLLOCK","4TH 12","9781608716876"

"POLS 3328","02","REQUIRED","ESSEN.OF POLITICAL ANALYSIS","POLLOCK","4TH 12","9781608716869"

"POLS 3328","02","REQUIRED","SPSS COMPANION TO POLITICAL ANAL.-W/CD","POLLOCK","4TH 12","9781608716876"

"POLS 3333","01","REQUIRED","NORDIC,CENTRAL+SOUTHEASTERN EUROPE 2013","THOMPSON","13TH 14","9781475804881"

"POLS 3333","01","REQUIRED","WESTERN EUROPE-2013","THOMPSON","32ND 14","9781475805055"

"POLS 3335","01","REQUIRED","AMER.FOREIGN POLICY SINCE WW.II","HOOK","19TH 12","9781452226712"

"POLS 4149","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"POLS 4326","01","REQUIRED","PLUNKITT OF TAMMANY HALL-W/NEW INTRO.","RIORDON","95","9780451526205"

"POLS 4326","01","REQUIRED","SYSTEM","JOHNSON","97","9780316111454"

"POLS 4326","01","REQUIRED","WHAT'S THE MATTER WITH KANSAS?","FRANK","04","9780805077742"

"POLS 4344","01","REQUIRED","PRESIDENTIAL CHARACTER","BARBER","4TH 09","9780205652594"

"POLS 4344","01","REQUIRED","PRESIDENTIAL LEADERSHIP","EDWARDS","8TH 10","9780495569343"

"POLS 4347","01","REQUIRED","GREAT POLITICAL THINKERS","EBENSTEIN","6TH 00","9780155078895"

"POLS 4349","01","REQUIRED","EXITING THE WHIRLPOOL","PASTOR","01","9780813338118"

"POLS 4349","01","REQUIRED","NEIGHBORLY ADVERSARIES","LAROSA","2ND 07","9780742540477"

"POLS 4349","01","REQUIRED","UNITED STATES+LATIN AMER.AFTER COLD....","CRANDALL","08","9780521717953"

"PSYC 2301","01","REQUIRED","PSYCHOLOGY (PAPER)","GLEITMAN","8TH 11","9780393180459"

"PSYC 2301","02","REQUIRED","PSYCHOLOGY","BERNSTEIN","9TH 12","9781111301552"

"PSYC 2301","02","STUDY AID","PSYCHOLOGY","BARCHARTS","0","000000000000"

"PSYC 2301","03","REQUIRED","PSYCHOLOGY","BERNSTEIN","9TH 12","9781111301552"

"PSYC 2301","03","STUDY AID","PSYCHOLOGY","BARCHARTS","0","000000000000"

"PSYC 2301","04","REQUIRED","PSYCHOLOGY (PAPER)","GLEITMAN","8TH 11","9780393180459"

"PSYC 2301","04","STUDY AID","PSYCHOLOGY","BARCHARTS","0","000000000000"

"PSYC 2301","05","REQUIRED","PSYCHOLOGY (PAPER)","GLEITMAN","8TH 11","9780393180459"

"PSYC 2301","05","STUDY AID","PSYCHOLOGY","BARCHARTS","0","000000000000"

"PSYC 2305","01","REQUIRED","FORENSIC PSYCHOLOGY","FULERO","3RD 09","9780495506492"

"PSYC 2307","01","REQUIRED","ADOLESCENCE","STEINBERG","9TH 11","9780073532035"

"PSYC 2307","01","REQUIRED","TAKING SIDES:CLASHING VIEWS ADOLESCENCE","DRYSDALE","3RD 12","9780078050190"

"PSYC 2307","02","REQUIRED","ADOLESCENCE","STEINBERG","9TH 11","9780073532035"

"PSYC 2307","02","REQUIRED","TAKING SIDES:CLASHING VIEWS ADOLESCENCE","DRYSDALE","3RD 12","9780078050190"

"PSYC 2307","03","REQUIRED","ADOLESCENCE+EMERGING ADULT W/ACCESS","ARNETT","5","9780205987757"

"PSYC 2308","01","REQUIRED","DEVEL.PERSON THROUGH CHILDHOOD","BERGER","6TH 12","9781464108051"

"PSYC 2308","02","REQUIRED","DEVEL.PERSON THROUGH CHILDHOOD","BERGER","6TH 12","9781464108051"

"PSYC 2308","03","REQUIRED","DEVEL.PERSON THROUGH CHILDHOOD","BERGER","6TH 12","9781464108051"

"PSYC 2316","01","REQUIRED","PERSONALITY PSYCHOLOGY","LARSEN","4TH 10","9780073370682"

"PSYC 2316","02","REQUIRED","PERSONALITY PSYCHOLOGY","LARSEN","4TH 10","9780073370682"

"PSYC 2317","01","REQUIRED","STATISTICS F/BEHAVORIAL+SOCIAL SCIENCES","ARON","5TH 11","9780205797257"

"PSYC 2317","01","OPTIONAL","STATISTICS F/BEHAV.+SOC.SCI.-STD.GDE...","ARON","5TH 11","9780205797295"

"PSYC 2317","02","REQUIRED","STATISTICS F/BEHAVORIAL+SOCIAL SCIENCES","ARON","5TH 11","9780205797257"

"PSYC 2317","02","OPTIONAL","STATISTICS F/BEHAV.+SOC.SCI.-STD.GDE...","ARON","5TH 11","9780205797295"

"PSYC 2317","03","REQUIRED","STATISTICS F/BEHAVORIAL+SOCIAL SCIENCES","ARON","5TH 11","9780205797257"

"PSYC 2317","03","OPTIONAL","STATISTICS F/BEHAV.+SOC.SCI.-STD.GDE...","ARON","5TH 11","9780205797295"

"PSYC 2326","01","REQUIRED","DRUGS,SOCIETY,+HUMAN BEHAVIOR","HART","15TH 13","9780073529745"

"PSYC 2349","01","REQUIRED","INTERVENTION,TREATMENT+RECOVERY","PHELPS","13","9781465213860"

"PSYC 3319","01","REQUIRED","SOCIAL PSYCHOLOGY","SANDERSON","10","9780471250265"

"PSYC 3319","02","REQUIRED","SOCIAL PSYCHOLOGY","SANDERSON","10","9780471250265"

"PSYC 3319","03","REQUIRED","SOCIAL PSYCHOLOGY-W/ACCESS","MYERS","11TH 13","9780077651145"

"PSYC 3340","01","REQUIRED","PUBL.MAN.OF AM.PSYCH.ASSOC.(2ND+PRTG)","AM.PSYCH.ASSN.","6TH 10","9781433805615"

"PSYC 3340","01","REQUIRED","THEORY+PRAC.OF COUNSELING+PSYCH.-TEXT","COREY","9TH 13","9780840028549"

"PSYC 3438","01","REQUIRED","DISCOVERING RESEARCH METHODS IN PSYCH.","SANDERS","09","9781405175302"

"PSYC 3438","01","REQUIRED","PUBL.MAN.OF AM.PSYCH.ASSOC.(2ND+PRTG)","AM.PSYCH.ASSN.","6TH 10","9781433805615"

"PSYC 3438","02","REQUIRED","RESEARCH METHODS F/BEHAVIORAL SCIENCES","GRAVETTER","4TH 12","9781111342258"

"PSYC 3438","02","REQUIRED","SPSS DEMYSTIFIED","YOCKEY","2ND 11","9780205735822"

"PSYC 3438","03","REQUIRED","INTRO.TO BEHAVIORAL RESEARCH METHODS","LEARY","6TH 12","9780205203987"

"PSYC 3438","03","REQUIRED","PUBL.MAN.OF AM.PSYCH.ASSOC.(2ND+PRTG)","AM.PSYCH.ASSN.","6TH 10","9781433805615"

"PSYC 4341","01","REQUIRED","ABNORMAL PSYCHOLOGY,DSM-5 UPDATE ED.","COMER","8TH 14","9781464137198"

"PSYC 4341","02","REQUIRED","ABNORMAL PSYCHOLOGY,DSM-5 UPDATE ED.","COMER","8TH 14","9781464137198"

"PSYC 4341","03","REQUIRED","ESSEN.OF ABNORM.PSYCH.(PB)-TEXT","DURAND","6TH 13","9781111837303"

"PSYC 4343","01","REQUIRED","COGNITIVE PSYCHOLOGY","MEDIN","4TH 05","9780471458203"

"PSYC 4345","01","REQUIRED","INSIDE THE MINDS OF SEXUAL PREDATORS","RAMSLAND","09","9780313379604"

"PSYC 4345","01","REQUIRED","SEX CRIMES+PARAPHILIA","HICKEY","06","9780131703506"

"PSYC 4345","01","REQUIRED","SEXUAL OFFENSES+OFFENDERS","TERRY","2ND 13","9781133049821"

"PSYC 4345","02","REQUIRED","INSIDE THE MINDS OF SEXUAL PREDATORS","RAMSLAND","09","9780313379604"

"PSYC 4345","02","REQUIRED","SEX CRIMES+PARAPHILIA","HICKEY","06","9780131703506"

"PSYC 4345","02","REQUIRED","SEXUAL OFFENSES+OFFENDERS","TERRY","2ND 13","9781133049821"

"PSYC 4349","01","REQUIRED","ABNORMAL CHILD PSYCHOLOGY","MASH","5TH 13","9781111834494"

"PSYC 4349","01","REQUIRED","CHILD+ADOLESCENT PSYCHOPATHOLOGY","WILMSHURST","2ND 11","9781412982498"

"PSYC 4349","01","REQUIRED","CRAZY LIKE US","WATTERS","10","9781416587088"

"PSYC 4349","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PSYC 4349","03","REQUIRED","SHIFTING THE CENTER","FERGUSON","4TH 10","9780073404233"

"PSYC 4349","04","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PSYC 4349","05","REQUIRED","PSYCHOLOGY OF RELIGION COURSEPACK 45500","HENSELER","0","000000000000"

"PSYC 4359","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PSYC 4359","02","REQUIRED","PUBL.MAN.OF AM.PSYCH.ASSOC.(2ND+PRTG)","AM.PSYCH.ASSN.","6TH 10","9781433805615"

"PSYC 4359","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"PSYC 4360","01","REQUIRED","HISTORY OF MODERN PSYCHOLOGY (316247)","SCHULTZ","10TH 12","9781133316244"

"PSYC 4360","02","REQUIRED","HISTORY OF MODERN PSYCHOLOGY (316247)","SCHULTZ","10TH 12","9781133316244"

"PSYC 4442","01","REQUIRED","BIOLOGICAL PSYCHOLOGY","BREEDLOVE","7TH 13","9780878939275"

"READ 0210","01","REQUIRED","EFFECTIVE READER, ALTERNATE A LA CARTE","HENRY","0","9780321880826"

"READ 2341","01","REQUIRED","I ALREADY KNOW HOW TO READ","MARTENS","96","9780435072261"

"READ 2341","01","REQUIRED","WORDS THEIR WAY","BEAR","5TH 12","9780137035106"

"READ 3348","01","REQUIRED","KNOWING LITERACY-W/CD","JOHNSTON","97","9781571100085"

"READ 3348","01","REQUIRED","OPENING MINDS","JOHNSTON","12","9781571108166"

"READ 3349","01","REQUIRED","CHOICE WORDS","JOHNSTON","04","9781571103895"

"READ 3349","01","REQUIRED","ENGLISH LEARNERS,ACADEMIC LITERACY,+...","GIBSON","09","9780325012032"

"READ 4343","01","REQUIRED","CONTENT-AREA WRITING:EVERY TEACHERS GD.","DANIELS","07","9780325009728"

"READ 4343","01","REQUIRED","WHEN KIDS CAN'T READ,WHAT TEACHERS...","BEERS","03","9780867095197"

"RELS 1304","01","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.I","PETERS","90","9780691020440"

"RELS 1304","01","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.II","PETERS","90","9780691020549"

"RELS 1304","01","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.III","PETERS","90","9780691020556"

"RELS 1304","01","REQUIRED","RELIGIONS OF ASIA","FENTON","3RD 93","9780312057534"

"RELS 1304","01","REQUIRED","RELIGIONS OF THE WORLD","NIELSEN","3RD 93","9780312050238"

"RELS 1304","01","REQUIRED","SOURCE BK.IN INDIAN PHILOSOPHY","RADHAKRISHNAN","57","9780691019581"

"RELS 1304","01","OPTIONAL","SOURCE BOOK IN CHINESE PHILOSOPHY","CHAN","63","9780691019642"

"RELS 1304","01","OPTIONAL","WHAT THE BUDDHA TAUGHT","RAHULA","REV 74","9780802130310"

"RELS 1304","02","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.I","PETERS","90","9780691020440"

"RELS 1304","02","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.II","PETERS","90","9780691020549"

"RELS 1304","02","REQUIRED","JUDAISM,CHRISTIANITY+ISLAM,VOL.III","PETERS","90","9780691020556"

"RELS 1304","02","REQUIRED","RELIGIONS OF ASIA","FENTON","3RD 93","9780312057534"

"RELS 1304","02","REQUIRED","RELIGIONS OF THE WORLD","NIELSEN","3RD 93","9780312050238"

"RELS 1304","02","REQUIRED","SOURCE BK.IN INDIAN PHILOSOPHY","RADHAKRISHNAN","57","9780691019581"

"RELS 1304","02","OPTIONAL","SOURCE BOOK IN CHINESE PHILOSOPHY","CHAN","63","9780691019642"

"RELS 1304","02","OPTIONAL","WHAT THE BUDDHA TAUGHT","RAHULA","REV 74","9780802130310"

"RELS 1304","03","REQUIRED","ANTHOLOGY OF WORLD SCRIPTURES","VANVOORST","8TH 13","9781133934448"

"RELS 1304","03","REQUIRED","CATHOLIC STUDY BIBLE-REVISED EDITION","BIBLE","2ND 11","9780195297768"

"RELS 1304","03","RECOMMENDED","INTRODUCTION TO WORLD RELIGIONS","PARTRIDGE","11","9780800698430"

"RELS 1304","03","STUDY AID","COMPARITIVE RELIGIONS","BARCHARTS","0","000000000000"

"RELS 1304","04","REQUIRED","ANTHOLOGY OF WORLD SCRIPTURES","VANVOORST","8TH 13","9781133934448"

"RELS 1304","04","REQUIRED","CATHOLIC STUDY BIBLE-REVISED EDITION","BIBLE","2ND 11","9780195297768"

"RELS 1304","04","RECOMMENDED","INTRODUCTION TO WORLD RELIGIONS","PARTRIDGE","11","9780800698430"

"RELS 1304","04","STUDY AID","COMPARITIVE RELIGIONS","BARCHARTS","0","000000000000"

"RELS 1315","01","REQUIRED","IRRESISTIBLE REVOLUTION","CLAIBORNE","06","9780310266303"

"RELS 1315","01","REQUIRED","TWELVE THEOLOGICAL DILEMMAS","HIGGINS","91","9780809132324"

"RELS 1315","02","REQUIRED","IRRESISTIBLE REVOLUTION","CLAIBORNE","06","9780310266303"

"RELS 1315","02","REQUIRED","TWELVE THEOLOGICAL DILEMMAS","HIGGINS","91","9780809132324"

"RELS 1315","03","REQUIRED","CONSTRUCTIVE THEOLOGY-W/CD","JONES","04","9780800636838"

"RELS 1315","03","REQUIRED","MEANING OF JESUS:TWO VISIONS","BORG","REV 07","9780061285547"

"RELS 1315","04","REQUIRED","CONSTRUCTIVE THEOLOGY-W/CD","JONES","04","9780800636838"

"RELS 1315","04","REQUIRED","MEANING OF JESUS:TWO VISIONS","BORG","REV 07","9780061285547"

"RELS 1316","01","REQUIRED","BY WHAT AUTHORITY?","GAILLARDETZ","03","9780814628720"

"RELS 1316","01","REQUIRED","CATHOLICISM IN THIRD MILLENIUM","RAUSCH","2ND 03","9780814658994"

"RELS 1316","01","REQUIRED","CREED:WHAT CHRISTIANS BELIEVE+WHY IT...","JOHNSON","03","9780385502481"

"RELS 1316","01","REQUIRED","FROM BROKENNESS TO COMMUNITY","VANIER","92","9780809133413"

"RELS 1316","02","REQUIRED","BY WHAT AUTHORITY?","GAILLARDETZ","03","9780814628720"

"RELS 1316","02","REQUIRED","CATHOLICISM IN THIRD MILLENIUM","RAUSCH","2ND 03","9780814658994"

"RELS 1316","02","REQUIRED","CREED:WHAT CHRISTIANS BELIEVE+WHY IT...","JOHNSON","03","9780385502481"

"RELS 1316","02","REQUIRED","FROM BROKENNESS TO COMMUNITY","VANIER","92","9780809133413"

"RELS 1318","01","REQUIRED","CATHOLIC ETHICS IN TODAY'S WORLD","ZALOT","REV 11","9781599821023"

"RELS 1318","01","REQUIRED","PRIN.F/CATHOLIC MORALITY","OCONNELL","REV 90","9780062548658"

"RELS 2321","01","OPTIONAL","CATHOLIC STUDY BIBLE","SENIOR","2ND 11","9780195297751"

"RELS 2321","01","OPTIONAL","JEWISH STUDY BIBLE","BERLIN","04","9780195297546"

"RELS 2323","01","REQUIRED","ESSENTIAL CATHOLIC SOCIAL THOUGHT","BRADY","08","9781570757563"

"RELS 2323","02","REQUIRED","SIX THEORIES OF JUSTICE","LEBACQZ","86","9780806622453"

"RELS 2323","02","REQUIRED","STRENGTH TO LOVE","KING","10","9780800697402"

"RELS 2323","02","REQUIRED","SUNFLOWER","WIESENTHAL","(REV)98","9780805210606"

"RELS 2323","02","REQUIRED","TATTOOS ON THE HEART","BOYLE","10","9781439153154"

"RELS 2325","01","REQUIRED","ANCIENT ISRAEL IN SINAI","HOFFMEIER","11","9780199731695"

